,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,0.5477964729998348,2.4693872190000548,4.623383852998813,5.426651939998919,8.164575239999976,8.136535183000888,10.100173463000829,12.09023146599975,14.27178434400048,16.98880421099966,19.462008814,21.122852694999892,20.089044244999968,20.590477914000076,24.2597816030011,24.36774897000032,26.834907324000596,31.671579120000388,30.526186626999333,42.714615615001094,40.143871752999985
