,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,0.568595959999584,0.786536478999551,0.926539263999075,0.8297357550000015,0.9973140940001031,1.0374287079994247,0.9792270079997252,1.9690457190008601,1.7973854930005473,1.3884335099992313,1.8397780989998864,1.8371492579990445,1.8055933599989658,1.6859965069997997,2.0000865959991643,1.5823819229990477,2.4303723160010122,1.8298038020002423,2.544899897000505,2.877056862000245,2.8767239349999727
